song id, 歌曲名, 艺术家
28535186,Lullabies (Adventure Club Remix),Yuna
1486646452,Better For It (feat. Clay Finnesand),Last Heroes/Clay Finnesand
35440189,Amor,Fractal/Syrin
30870502,December,Seven Lions/Davey Havok
33497628,Glow,Satellite Empire
1815944838,Safe With Me (Last Heroes Remix),Gryffin/Audrey Mika/Last Heroes
534540261,New Dawn,Ben Walter/Satellite Empire
1881955702,Pantheon,Blastoyz/Dimibo/Jason Ross/Kill The Noise/Seven Lions/Trivecta/Wooli
1325898800,The Chasm (Ben Walter & Satellite Empire Remix),Ben Walter/Satellite Empire/Crystal Skies
1986633449,Youth,MitiS/Crystal Skies
1893501148,Wouldn't Know You,yetep/Luma
2076368635,Gates of Duat,Celestial Void/Lonehaven/3Kingdoms
2066173273,It's Just You (KEPIK Remix),STAR SEED/Nytrix/KEPIK
2092882852,"24／7, 365 (Remix)",Bumpÿ/ÿqmud
2085947554,Edge of Letting Go (feat. Nytrix),Egzod/Nytrix
2055201406,Follow You Home (feat. Sarah de Warren),Far Out/Nikademis/Sarah De Warren
2087276773,Phantom Love (feat. Sarah de Warren),MitiS/Sarah De Warren
2067755096,When Did The Love Die,LostWind/PRIYANX/Daisy Phillips
2093744748,My Escape,MEDZ/Exede
2084127190,Butterfly (KEPIK Remix),HALIENE
2090271486,Next To You,Excision/AMIDY
2080162188,Nostalgia,Elektronomia
2080115313,INTRA-STASIS,1788-L
1476347479,Any Closer,Netrum
1996614950,Home feat. Adryanna Cauduro,Youth In Circles
2048459088,Not Fear,LostWind/ARNHEMIA/MIMI OCEAN
492144617,Mountains,Ether
1971445214,Rainway,Crysels/VERMIN’Records
1301574443,Fuse,Last Heroes/Derek Joel/Oklusion
520277112,Lush,Au5/Last Heroes/Holly Drummond
2066173272,I'll Be There (VIP),STAR SEED/Nina Sung
1835265191,Back To Me (feat. Bella Renee),MitiS/Bella Renee
2075774053,Circles,Kill The Noise
1835265186,Forgotten,MitiS/Crystal Skies
1912583706,All I'd Ever Need,STAR SEED/Meggie York
1918915998,Emotion Sickness,Said The Sky/Parachute
2022301091,Alive (feat. Opposite the Other),Seven Lions/Opposite The Other
2081437720,Waiting,Au5/Crystal Skies
2064540069,Nirvana,Crystal Skies/AMIDY
2053239809,Worlds Away,Dabin/Trella
2048163332,Final Journey,Aaron Shirk
2046657821,More Than I Can Say,BrillLion/SUNHO
2064688578,Closer,ROY KNOX
1946089738,Castle Walls (feat. Casey Cook),Trivecta/Casey Cook
2067120160,Blood Moon (VIP),Rival/Egzod/Dayce Williams
2030949341,Phoenix,Egzod/Bianca
1958518364,New Horizons,Dvrkcloud/Isaac Warburton
1968981868,Slow It Down (feat. L8NCY),Jason Ross/L8NCY
1968981863,Hate This Kind of Love (feat. HOLT),Jason Ross/Holt
1877904606,Try (feat. RØRY) (Zion. Remix),MitiS/RØRY
1877905206,Try (feat. RØRY) (Fairlane Remix),MitiS/RØRY
1964412177,Do You Remember (Aaron Shirk Remix),H4RRIS/Nicole Apollonio/Aaron Shirk
2064925407,Eyes Wide Shut (feat. Travis Barker) [Culture Code Remix],ILLENIUM/Avril Lavigne/Travis Barker/Culture Code
2063086536,You I Needed,Last Heroes/TRØVES
2060217199,Treasure You (She Was Silver Remix),Mox Jade/She Was Silver/Sydney Grimm
2048191776,Greatest Love,Culture Code/Elle Vee/Sz
2051707943,Phantoms,Man Cub/Allie Crystal
2054063900,The Answer Is Nowhere,Puppet/if found
1362607511,Fix You,Danny Olson/Jadelyn
1855330115,Sedated (feat. Concrete Castles),Bear Grillz/Stryer/Concrete Castles
1948781077,Liar,Juggernaut.
2032574417,Glory (Original Mix),Anki
1418382212,1000 Faces,Jason Ross/Dia Frampton
2034415373,Alone Together,yetep/Kyle Reynolds
2025434487,End of Us,Sullivan King
2002418682,Skydream,Crysels/VERMIN’Records
2052010837,Firelight (Danny Olson & Skybreak VIP),Danny Olson/David Frank/Skybreak
1456344380,Let You Down,if found/Veda
1427055697,Apocrypha,She Was Silver
2046683186,Melt Away,Digital Skies
2044615727,Set Me Free,Aaron Shirk/UNDY
2026466347,"pale blue, pt. 2 (Aaron Shirk Remix)",Days To Waste/Aaron Shirk
2024743558,garden,shameless.
1445951789,Known You Before (Trivecta Remix),Jason Ross/Seven Lions/Emilie Brandt/Trivecta
2028671256,Fly Again,CADMIUM/Evilwave
1993052362,My Story,SPIRIT LINK/DarkKnife/Hylia
2018152659,Surrender feat. Next to Neon x A:M (Youth in Circles Remix),Flux Pavilion/Next to Neon/A:M
2010701483,Apocrypha I: Warrior's Vigil,Satellite Empire/DREAMOIR
2020526285,Lost,YARVII/天幕Tiam/兔子洞Rabbit Hole Records
2028159399,I'll Be Your Home,Afinity/Lizzy Land
2028121241,Losing Sleep,Araya/Monika Santucci
2039273047,Piece Of Soul,BoySam/BrillLion
2041167353,Already Gone,Sineself/Luma
2034410204,Overcome,CENTRIC
2036403992,I Love You Enough To Let You Go,Last Heroes/Nevve
2035363480,Time,Danny Olson/Luma
2038118805,Castrum Mortis,Ironheart/Celestial Void
1975923179,Emeralds,Rogue
1821679712,In The Air,Man Cub/Lucas Marx
1496000631,Edges (feat. Mary Sweet),Paper Skies/Alltair/Wiguez/Mary Sweet
1878153958,Stepping Stone (feat. GLNNA),KLAXX/GLNNA
1456107485,Starlite (feat. Nicholas Kreutzer),Afterlite
514158261,With You,NURKO/Misdom
1483156736,Parachute (Skybreak Remix),Oliverse/Skybreak
520460379,Alleyway,Finder/Soar
1471558797,Out Of My Mind (Last Heroes Remix),Last Heroes/Gryffin/Zohara
2035610280,Am I Dreaming? (Crystal Skies Extended Mix),Maor Levi
2006684719,Moments (feat. Rynn),Hoang/MVSE/RYNN
2022261474,Believe,Kymera/Sara Benyo
2028166446,Unbroken (BrillLion Remix),MVSE/BrillLion/Luma
2085464314,Starfall (Trivecta Remix),ILLENIUM/Trivecta
2085465186,Worst Day (Nikademis Remix),ILLENIUM/MAX/Nikademis
2078405415,Anew,laikd/Laryssa Vachon
2080552849,Don't Blame Me,N3WPORT/Gracie Van Brunt
2086250827,Voselman,DJ Smellhodet/Virtual Riot
2065715955,Leave Me,SPIRIT LINK
2082243265,Run Away (feat. Wisner),Stryer/Digital Skies/Wisner
2076969432,Lie,William Black
2076013240,Never Go Back,yetep/Afinity/Micah Martin
2079983444,Dreams,Thrillogy
2076640463,Far Away,SPIRIT LINK
2069413558,Miss Me More,H4RRIS/Lexi Scatena
2069716830,Rest Of My Life (feat. Medyk),Culture Code/Medyk
2067267128,Paradise Lost (Instrumental),Razor Storm
1992710356,Last Flight,BLACKDD/PICK/小鬼头子/CYTEAM
2012523349,Rush Hour,Kaidro/Zion./Ina Bravo
2057669388,Dream Again,4URA/Dvrkcloud/Young Viridii
2071432322,In The Cold,Dabin/William Black/James Droll
2072024932,North Star (feat. Casey Cook),SABAI/Hoang/Casey Cook
2075774055,Paper Moon,Kill The Noise/Anjulie/Are We Dreaming
2025398058,Electric,AKACIA
2040069278,One Night,Lockbox
2040812172,Reset,CHPTR./Hylia
2041281793,Demon Time,JVNA/Chyl/Demie The Destroyer
2044445981,You Found Me,Clara Park/Jessica Audiffred/Adventure Club
2044707873,Chrome Hearts,SKYLER
2051074522,Never Give Up,NanoKnife
2072245389,Sun Goes Down,Amnis/WildGaves/Donaven
2069505940,With U,Afinity/ROY KNOX/Skyelle
2065981523,Self Control,Zaitex/Ayelle
2071290517,Hollow (Danny Olson Remix),HALIENE/Elephante
2071113488,Before You Leave,Au5/Cyazon/Tyler Graves
2054118382,Waking Up At Midnight,Aaron Shirk
2068389603,Never Give Up On You (with Elle Vee),SLANDER/Synymata/Elle Vee
2062453766,Nirvana,Bumpÿ/Clear Sky
2066964697,Afraid Of The Dark,Kill The Noise/Karra
32594150,Rescue Me (Noise Killerz Remix),Noise Killerz/Ferry Tayle/Erica Curran
2050751005,Reason,Atomic
2063086530,Sunlight,Last Heroes/Fractures
2067689283,Skinny Jeans,Rareno
2061861464,Numinous,Beatcore
2067251985,Let Go,Trivecta/Ravenscoon/Jessy Covets
2060223444,My Goodbye,Approaching Nirvana
2060223443,Mount Elbert,Approaching Nirvana
2059729010,Kingdom of Heaven,Ironheart
2061519526,Gone Too Long (feat. Donna Tella),Culture Code/Donna Tella
2063064151,Found Heaven,Stoutty
2053579814,Better Now,Encrypted
2061480954,Hollow (VNDETTA Remix),Dabin/Kai Wachi/Lø Spirit/VNDETTA
2034415325,Mistakes,yetep/if found/Casey Cook
2046860629,One Sided Love,FRANZSAIJEM/JB RICKY/Malin Horsevik
2062816135,Bridges,Au5/Linney
2061396419,Summer Night,KLYDIX
2053587567,Save Me From Myself,Man Cub/Luma
2054316402,North Star (feat. Casey Cook),SABAI/Casey Cook/Hoang
2038118480,Sanjar,Ironheart
2044344432,Eye Of The Storm,Ironheart/IVEEN
2060770583,See You Again (Bumpÿ Remix),Bumpÿ
2043344297,Nobody,SPIRIT LINK
2040895061,Lead Me Down,Beatcore/Ashley Apollodor/Julian Dae
2052007788,Waking Up (Paramiere Remix),Danny Olson/Becca Krueger
2059107838,Ultraviolent,Kill The Noise/Shadow Cliq
2045092762,Running,Misael Gauna/Rezzaie/Shauna Cardwell
2059554181,Temporal Echoes,Caphy/Calm Sounds/Natural Structure
2059184219,The Umbra,ARForest/Sennzai
2051668398,Purgatory,SPIRIT LINK/ILVS
2050806386,Lost in Mind,V!crø/Sarøx/Sam Carnie
2036011470,Let Me Go,Rareno
2051993669,After All (Iwamoto Remix),Culture Code/Araya/RUNN/Iwamoto
2051993668,After All (9 Worlds Remix),Culture Code/Araya/RUNN/9 Worlds
2051993667,After All (VNDETTA Remix),Culture Code/Araya/RUNN/VNDETTA
2050142493,Anchor (feat. Ashley Drake),Abandoned/Ashley Drake
2046937466,Last Forever,William Black/Jordan Shaw
2049659070,After All (feat. RUNN) (N3WPORT Remix),Culture Code/Araya/RUNN/N3WPORT
2051656586,After All (feat. RUNN) (Thrillogy Remix),Culture Code/Araya/RUNN/Thrillogy
2048110420,Feel Alive,SPIRIT LINK/Grimm/Koda Ends
2047901207,Heart's Still Beating,Crystal Skies/She Is Jules
2021575388,Wish You The Best (Spirit Link Remix),Culture Code/Caslow/Nina Sung
2048170617,After All (feat. RUNN) (Adam Pearce Remix),Culture Code/Araya/RUNN/Adam Pearce
2048156482,After All (feat. RUNN) (Awon Remix),Culture Code/Araya/RUNN/Awon
2052332354,Save Me (From Myself),NURKO/Kyle Hume
2052331546,Eternity,NURKO/Dayce Williams
2054118380,Escape,Aaron Shirk
2030695500,Daylight,STAR SEED/Charity Vance
2097798860,Golden Hour (Chime Remix),Chime/JVKE
2089511141,What You’ve Done,Au5/DNAKM
2057116555,One Time,Jason Ross
2088392677,Shatterproof (feat. Point North),William Black/Mazare/Point North
2085465193,Other Side (feat. Vera Blue) [Cadmium Remix],ILLENIUM/Said The Sky/Vera Blue
2090253854,Crashing Hard,Blanke/Casey Cook
2096130858,Don't Get Too Close (Virtual Riot Remix),Virtual Riot/Skrillex/Bibi Bourelly
2093293466,Destroyer Of Worlds (Oppenheimer),Abandoned
2087448053,One Last Try,She Was Silver/Iamvast/COVERT
2094350652,Walk On Water (Wooli & Trivecta Remix),SLANDER/Wooli/Trivecta/Dylan Matthew/RØRY
2080030944,Playing With Fire,Eliminate
2067946701,Still Alive,CADMIUM/Micah Martin
2038878098,Never Thought,Spag Heddy/Micah Martin
2111199311,Ready For Love,Ansh Pradhan/Rareno
2078268463,Live Without,Loxion/Luma
2033531317,Still Breathing,Soar/Eunoia/She Is Jules
2042751318,Paranoia,Chenda/broke.
2061353462,Burns,Chenda/TRBLE CHLD
2098665712,North Star (feat. Casey Cook) (SPIRIT LINK Remix),SABAI/Hoang/Casey Cook
2072690033,Hold On,BoySam
2100290121,Happy Emoji (Extended Mix),StarlingEDM
2068436138,I N S I G N I F I C A N T - E X I S T E N E C E,ChsVD/YellowCheese/2088 RECORDS
2057708689,Let Me Go,AVELLO
2062694830,Hate Me,AVELLO/Sara Benyo/SoSmoov
1901270130,Carry You,Chenda/Kløn/Harley Bird
2067946312,No More,Veer
2021211065,Closer To You,shXdow./Dkon
491695550,Cosmos,Paper Skies
2064029224,Slipping Away,Astraye/No-VA/Search For Hiraeth
2019311351,See Me Now feat. SayWeCanFly,LEUTHERO/PatFromLastYear
2034098148,Anymore,PatFromLastYear/Livingston Crain
2085625365,Memories Of You,Lootz/FIXION/Nytrix
2087806541,Gone For Good,Rival/Jim Yosef/Alaina Cross
2100615209,For The Most Part,SayWeCanFly/SadBois/VNDETTA
2101652063,Unsteady,ROY KNOX/Lost Wolves/SOUNDR
1860988925,U & Me,ILLENIUM/Sasha Alex Sloan
2097978879,Leviathan,Digital Skies
2096629690,Back In Time,Synymata/MmmCherry/Leah Culver
2092552556,Way Too Good,Orlost/Undefynd/Olivia Ray
1955971639,AERONAUT (xxx),Blacklolita
1967213732,Better Off,SadBois/Tom Konway/Livingston Crain
1919590401,Feel The Same (feat. Sofuu),Felix Austin/West Collins/MKC/Sofuu
2098363597,Denial,KASTRA/Alex Byrne
2095902686,Blame On Me ((VIBRANT Remix)),Adam Pearce/Sky Sol
2078526154,Paradise,Rareno
2094215721,Cloudfield,Infowler/overblur
2097361440,Secrets,Digital Skies/ENROSA
2097447636,Indestructible,Fazzi/Donna Tella
2090816596,Take Me Down,Highlnd
2011942591,Tonight,LUVIUM/Jaime Deraz
1950451410,U & Me (Nikademis Remix),ILLENIUM/Sasha Alex Sloan/Nikademis
1920457550,Love After Love (Inphecs Remix),Eunoia/PatFromLastYear/Livingston Crain
2077619194,Somebody Else (SadBois Remix),Ehallz/Veronica Bravo/NVSH
2007198080,Save Me (feat. Meggie York),Dante Levo/Meggie York
2084595220,Where I Used To Be,ZI:AE/Rareno/Aerien July
1930557858,Fractions,LostWind/Wolfpup
1897831987,Permanent,LostWind/Donaven
2085626438,How Long (Falling North & H4RRIS Remix),LostWind/BrillLion/UNDY
2069716687,Made For (feat. RUNN),Hoang/nøll/RUNN
2055121576,took us long enough,GhostDragon/lama/Hvlo/GLNNA
2060793105,ghost,GhostDragon/lama/MKC/Hannah Zhao
2042906336,pretenders,GhostDragon
2082496170,Little Too Late (Remixed),Ben Provencial/Kevin Chung/GhostDragon
1806481080,Hearts on Fire,ILLENIUM/Dabin/Lights
2092966881,Eternity,Rival/RUNN/Luma
2059090199,Just Another Love Song,Elude/UNDY
2054094078,Someone Told Me,Kisshi/Fox Rays
2093566319,Zombie (feat. Valerie Broussard),ILLENIUM/Excision/Wooli/Valerie Broussard
2089882776,Nothing Left,Rareno
2086248798,Imposter,Man Cub/TheGraysonProject
2081975315,Feels Like You,Adventure Club/Codeko
2073622226,I Dream Of You,The Sun Vanished/S4ER
2082009632,Misunderstood,Afinity/Dia Frampton
2088403247,Dreams (Extended Mix),Thrillogy
2090418973,After Life,Fox Rays
2083953493,Awakening,Fox Rays
2084032850,Forever,WilliamHenRy
2065115205,Ocean Eyes,Highlnd/Salvo
2080670900,To The Grave,Highlnd/Rachel Lorin
2037844434,Lost Cause,Fox Rays/Skynap
2089511139,Summer Days,Au5/Danyka Nadeau
2089508560,Resurrection,Au5/Lomaximus
2089511142,Future Without You,Au5/Emme
2038959091,Halo (MVDNXGHT Remix),Uverlaw/Clayne/Eidos
2075907074,Sombre,Digital Skies/Miyoki
2082105625,Don't Ever Let Go,Astraye/Sophi
2082315434,My Own Advice,William Black/ILLENIUM/Alana Springsteen
2073516536,Where To Go,Lockbox/Azuria Sky
2073519670,Real Joy,Tom Platts/Santa Maria/Lost Lumens/kareen the rose
2051747453,Be There,Fazzi/FRENTCH/Maria Niklasson
2085303229,Help Me,Araya/Fazzi
2080349567,Polarity,Celestial Void/Sydney Grimm
2017619474,By My Side,Misael Gauna/Stephen Flickner
2028750179,Shimmer,Hayvain/Noctilucent/Nori
2025427847,Lost,Culture Code/9 Worlds/Medyk
2034892247,Lights Go Out,9 Worlds/Awon/Medyk
2059918615,Fallen To Pieces (Strigi Remix),9 Worlds
2059918614,Fallen To Pieces (Reprise),9 Worlds
2051555885,Blame On Me,Adam Pearce/Sky Sol
2065002445,Don't Speak,VNDETTA/Donna Tella
2060470972,Nothing In This World,Justin Mola/Marze
2048392647,What It Feels Like,Marze
2030971569,Stay In The Cloud,Marze/Lucky Lou
2015376536,First Time,Marze/Justin Mola
2040068614,Fairytale,S!las/Marze/Emy Smith
2066771649,Believe,Iwamoto/Wood Cherry/Donna Tella
2084617280,North Star (JerScO&Bumpÿ remix),JerScO/Bumpÿ
1405639137,Everyday,Beatcore/Ashley Apollodor
533455454,Antidote (feat. Heather Sommer),Sinner's Heist/Heather Sommer/Rory Alexzander
1381082568,Dying Day (feat. Prettyheartbreak),William Black/Prettyheartbreak
3870878,You Got To Go (Seven Lions Remix),Zoë Johnston/Above & Beyond/Seven Lions
32737323,Shadow Falls,Pluix
31517410,Into The Dark,Culture Code
35955869,Elysium,Mendum/The Eden Project
1438364284,Potions (Stonebank Remix),SLANDER/Said The Sky/JT Roach/Stonebank
1432758512,Sun Goes Down,Jim Yosef/ROY KNOX
1432064878,Eat You Alive,CADMIUM/Skrybe/RIELL
467390325,Last Breath (Soar Remix),Soar/TheDiabolicalWaffle
1380257292,Throw It All Away,Madnap/smle/Aviella
1426759304,Worth It All,Tritonal/Man Cub
1418981459,Gurenge,JVNA
449578940,Sacrifice,Satellite Empire
1364342639,Memories,We Are Fury/RUNN
1353187832,First Storm,JVNA
1428681313,Surrender,Culture Code/Aloma Steele
1400162674,Adventure,JUN
1336856142,'Til The End (Soar Remix),Soar/MitiS
1381084455,Deep Blue,William Black/Monika Santucci
1361195361,Light Of The Seven,Abandoned/SHERVEEN
1426391313,Before It's Over,S1LVA/Luma
1320505997,Enslaved,Barren Gates/M.I.M.E
1424675829,Love Ain't Changin (Lost Wolves Remix),GhostDragon/Caslow/Red Comet/Alina Renae/Lost Wolves
1374313054,No Angels,Jay Made/Miranda Glory
477934002,We Might Fall,GHASTLY/Matthew Koma
403711530,Afterlife,ILLENIUM/Echos
475072486,Something Just Like This (ARMNHMR Remix),The Chainsmokers/ARMNHMR/Coldplay
475279461,Shelter (Slushii Remix),Slushii/Porter Robinson/Madeon
1347355672,Lead Me Back,San Holo
462997848,Feel Good,Gryffin/ILLENIUM/Daya
456185577,Fractures,ILLENIUM/Nevve
404184619,A World Away,Outwild
545589455,The Zero Point,Au5/Holly Drummond
1348326272,Surrender (Feat. Natalie Major),Nick Ledesma/Natalie Major
35807443,Only One,ILLENIUM/Nina Sung
442869240,All We Know (Virtual Riot Remix),Virtual Riot/The Chainsmokers/Phoebe Ryan
1338352431,Throwback,Delaney Jane/Shaun Frank
1385784519,Break The Silence (feat. RBBTS),Seven Lions/MitiS/RBBTS
521415739,Freesol (Dabin Remix),Seven Lions/Dabin/Skyler Stonestreet
546723447,Away,MitiS/Gioto
1870154319,Far Away,Vaance/Deerock/Danni Carra
467952038,Sanctuary (William Black Remix),William Black/Gareth Emery/Lucy Saunders
1370437175,Out My Head,Sharks
1363343830,Redefinition,Mwk/初音ミク
506092309,Breathe (Last Heroes & Crystal Skies Remix),Laura Brehm/Last Heroes/Crystal Skies
1939510963,Lost In Your Sound,Iwamoto/Offloski/BRENNAN
1903409380,Elevate,Far Out/Dvrkcloud
1366713422,Heaven,Frequensphere
2093696811,So Long,WilliamHenRy
1874316024,Wisdom (Amidy Remix),Haywyre/AMIDY
1885091226,Satellite (OBLVYN Remix),Outwild/AMIDY
1989027854,Fight For You,Fransis Derelle/Guerro/Josh Rubin
1933711202,I Won't Let You Fall (feat. GLNNA),FIXION/GLNNA/Lost In Dreams
1888140224,Waiting For You,MVSE/Myta
31452417,One Moment,Evence
1480600681,Follow Me,STAR SEED
2015443070,Memories,Renn/Mary Sweet
1896505633,Peace of Mind,Renn/Liel Kolet
1928501560,Far Away (Lost Wolves Remix),Vaance/Deerock
509530616,Alive,Beatcore/Ashley Apollodor
1487418187,Someone Else,Sullivan King
1478054092,Lifeless,Sullivan King
2067992359,Shadows,CADMIUM/CVDMIUM/Andreas Stone
2067252751,Grand Escape,CADMIUM/Tara Louise/Zack Merci
1933712204,Landslide (feat. SOUNDR),lama/MAVV/SOUNDR
1933712202,Somebody Else (feat. Livingston Crain),Dvrkcloud/PatFromLastYear/Livingston Crain
1989027857,Game We Play (feat. SØPHI),Digital Skies/Sophi
1371292828,Lost Love,Cherney
1864372796,In Front Of Me,Pindell/TRØVES
2052335752,Where You Are (GRiZ Remix),John Summit/HAYLA/GRIZ
1956172585,In Too Deep,STAR SEED/Alex Angelo
1903409383,Start Over (feat. Danni Carra),Far Out/Danni Carra
493041251,Starlight (Anki Remix),Anki/Jai Wolf/Mr Gabriel
1940116051,Here To Stay,Aaron Shirk/Exede
463842462,Rush Over Me (Synx Remix),Seven Lions/Said The Sky/ILLENIUM/Synx
27672300,Metronic (Original Mix),Au5
2101674276,Landslide (BOTCASH Remix),SABAI/BOTCASH/RUNN
2073516407,You Are My Home,IAN SIZE/Alarc
2078344691,dullscythe (Skybreak Flip),Skybreak
1922011907,This Time (BrillLion Remix),MEDZ/shXdow./Monika Santucci
1922011908,This Time (Lost Wolves Remix),MEDZ/shXdow./Monika Santucci
2099518914,Lie To Me,LUVIUM/KOIH/Donna Tella
1976547466,Sleepless,Rareno
1951954006,Without You,Awon/Dani King
2068354578,Glaciers,Feather/Lockbox/TRØVES
1994428400,Wannabe (feat. David Vance),Blosso/David Vance
2094642766,Shadows,VNDETTA/Luma
2016178216,Collapse,Derpcat/Somanylynx
2050524440,Stay Or Be Alone,nuves/Jacob
1459164978,Faith (Kaidro Remix),NURKO/Dia Frampton
1459166091,Faith (ATLAST Remix),NURKO/Dia Frampton
1466801924,Cry,Gryffin/John Martin
1457779775,Run,DIVINE ✧/Alison Wonderland
1378370978,Fuji Opener,Skrillex/Alvin Risk
518077153,Castles (IID Remix),IID/Crystal Skies
1405676615,分界线,马海昕/兔子ST
1460387792,涅槃 (伴奏),陆怡雯/马海昕/R7CKY
1460387791,涅槃,陆怡雯/马海昕/R7CKY
1466031249,C H E A T E R,SADRECORDS/Gary Hudson
1445961791,Orbit,RUQOA/Jazemarie
1466031251,水不在深,SADRECORDS/BLACK 0
1466028788,Wasteland,SADRECORDS/M€I/MINNE
1417465461,须臾 (feat.mAjorHon),CEM Records/ZANE/mAjorHon
1457782599,Answers,Au5
1457783576,Answers (Extended Mix),Au5
1369382770,Entropy,Famous Spear
515455645,9.Bloom - Existential,Bloom
1460926998,Seeking Darkness,Export Eliteness/Mendum/roan khaled/JPB
1459399823,Close to Home,Exclusion
1459399822,Void Sector Tau,Exclusion
531040597,Night Caller,Abandoned/InfiNoise/Project Nightfall
1422524773,In Time,Avenza/Ian Urbina
1422524772,Hollow,Avenza/Ian Urbina
1366232442,Elysium,verdict
1464332067,Train To Nowhere,Fatum
1456249373,Expensive Taste,WTCHOUT/RYVN/Feth
545704700,Sound of the falling stars (with Aeris),Animadrop/Aeris
1456364643,Whispers,DREAMOIR/S1lva
1435915303,Medicine,Sound Remedy
1367115522,Divine,Au5
1448419928,In Your Arms (ARMNHMR Remix),ILLENIUM/X Ambassadors/ARMNHMR
1448419927,Pray (Blanke Remix),ILLENIUM/Kameron Alexander/Blanke
1448420679,All Together (Crystal Skies Remix),ILLENIUM/Oekiin/Crystal Skies
1448420678,Take You Down (Steerner Remix),ILLENIUM/Steerner
1448419920,Good Things Fall Apart (Slander Remix),ILLENIUM/Jon Bellion/SLANDER
1448419919,Good Things Fall Apart (William Black Remix),ILLENIUM/Jon Bellion/William Black
1448419918,Good Things Fall Apart (3LAU Remix),ILLENIUM/Jon Bellion/3LAU
1448420674,Hold On (Midnight Kids Remix),ILLENIUM/Midnight Kids/Georgia Ku
1459162256,Only Now (feat. Tyler Graves) (Mazare Remix),Seven Lions/Tyler Graves/Mazare
1459161363,What's Done Is Done (Delta Heavy Remix),Seven Lions/HALIENE/Delta Heavy
1459161362,Only Now (feat. Tyler Graves) (Outwild Remix),Seven Lions/Tyler Graves/Outwild
1459161361,Another Way (Awakend Remix),Seven Lions/April Bender/Awakend
1391722152,Fairytale,Culture Code/Amanda Collis
466126684,Lose Myself,k?d/Phil Good
32317013,A Way to Say Goodbye [Ricky Mears Remix],Seven Lions/Sombear/Ricky Mears
1458199729,Sanctuary,Kaivon/Sarah De Warren
412187698,Doin It Right (k？d Remix),k?d/Daft Punk
1447684658,Broken Glass,SABAI/Merseh
1333391687,Here at Last (Anzbern Remix),William Black/Rico & Miella/Anzbern
456185106,Let Me Go (feat. Alina Renae),NURKO/Alina Renae
21606441,Summit,Skrillex/Ellie Goulding
1399046091,Safe In Sound,Whales/Omri
1458207545,There,Omri
1446208738,Feelings (feat. Tammy Nhuyen),ARTROCITY
424264373,L'amour Toujours,Streex
437245065,Your Heart At Mind,Dimatis/Ashley Apollodor
27948638,You're Not Alone (Original Mix),CMA
1311091060,Overthinker,INZO
573583418,Fractures (Trivecta Remix),ILLENIUM/Nevve/Trivecta
1449299421,Enough,Thrillogy/Gallie Fisher
1449298340,Darkness (feat. Roxanne Emery),Luke Anders/HGHLND/Roxanne Emery
1449299422,Dystopia,Draeden
1449299423,Save Me (feat. Levi Blue),Awakend/Levi Blue
1449298341,Evolution,Slooze
1449299424,Fix You,AMIDY
1449299425,ndal,Arpyem
1449299426,Chimera,Caster
1454864598,Good Things Fall Apart vs. Sad Songs,ILLENIUM/Jon Bellion/Said The Sky/Annika Wells
1455890078,May You Always Be,Outwild
1455890079,Everbright,Outwild
1455889219,Before We Start (feat. XYV),Outwild/XYV
1455889220,Live In The Now (feat. Josh Bogert),Outwild/Josh Bogert
1455890080,Broken Constellations,Outwild
1455890081,The Way You Are (feat. The Ready Set),Outwild/The Ready Set
1449295449,I Don't Know You (feat. Luma) (Heimanu Remix),ARMNHMR/Luma/Heimanu
1361195268,Back Together (feat. RUNN),William Black/RUNN
518904426,Umbrella (Matte Remix),Matte/Ember Island
1453606915,i won't let us fall apart (+willix),KIRXCY/Willix
446549375,Without You (Ryan Exley Remix),ILLENIUM/Skylr
1451867884,Back To You,Adventure Club/Sara Diamond
1442475049,Rooted,Afterlite
1405066944,Disconnected,Eunoia/Serein
1448944482,Holding On,BH
1440819288,Stay (feat. Micah Martin),GHASTLY/Micah Martin
1415581032,Holding On,Dabin/Lowell
479938154,LEAVE II,Synx
571967383,Ocean (feat. Jonathan Mendelsohn) (Au5 Remix),Jason Ross/Jonathan Mendelsohn/Seven Lions/Au5
1313014555,Eclipse,Last Heroes/TwoWorldsApart/AERYN
523045075,Sound of Walking Away (Decadon Remix),Decadon/ILLENIUM/Kerli
1379895952,Comet (feat. Slyleaf),Paper Skies/Slyleaf
1441141609,Safehouse,JVNA
1442528693,重生,伍佰/DJ Mykal a.k.a.林哲仪
1301575147,Leave It All,ARMNHMR/Luma
1438643575,Already Know (Cinematic Remix),Adventure Club/Said The Sky/Caly Bevier/Cinematic
1355164973,To Say Goodbye (feat. Soar),ARMNHMR/Soar
1356064083,Strangers,Far Out
400690163,Stay Strong (Last Heroes & Infrared Remix),Last Heroes/Venemy/Infrared/BH
30780474,Flipside (Illenium Remix),ILLENIUM/Lana Del Rey
1433945363,Runaway,Cabuizee
31421417,Cosmos (Skrux & Complexion Remix),Clark Kent/Yinyues
28493039,Yayey,Shandy kubota
28493044,Drizzle (fang Remix) [feat. fang],Shandy kubota/fang
30780471,Drop Our Hearts (feat. Sirma),ILLENIUM/SIRMA
30780484,Don't Let Me Go (Illenium Remix),ILLENIUM/Echos
30780485,All I Want (Illenium Remix),ILLENIUM/Dawn Golden
29354844,Infinite ft. Anna Yvette,Skrux
31062675,My Love Is a Weapon,Skrux/Delacey
